EntityLogicalName,EntityDisplayName,FieldLogicalName,FieldDisplayName,Type,Required,Constraints,Purpose,Security
ccsb_outboxevent,Outbox Event,ccsb_operationauditid,Operation Audit,Lookup,No,Target ccsb_operationaudit.,Audit event that triggered outbox record.,Standard
ccsb_outboxevent,Outbox Event,ccsb_schedulechangeid,Schedule Change,Lookup,No,Target ccsb_schedulechange.,Change event source.,Standard
ccsb_outboxevent,Outbox Event,ccsb_publishsnapshotid,Publish Snapshot,Lookup,No,Target ccsb_publishsnapshot.,Publish event source.,Standard
ccsb_outboxevent,Outbox Event,ccsb_publishsnapshotitemid,Publish Snapshot Item,Lookup,No,Target ccsb_publishsnapshotitem.,Snapshot item event source.,Standard
ccsb_outboxevent,Outbox Event,ccsb_publishlockid,Publish Lock,Lookup,No,Target ccsb_publishlock.,Lock event source.,Standard
ccsb_outboxevent,Outbox Event,ccsb_correlationid,Correlation ID,Text,Yes,Max 100.,End-to-end trace correlation.,Standard
ccsb_outboxevent,Outbox Event,ccsb_causationid,Causation ID,Text,No,Max 100.,Event/request that caused this event.,Standard
ccsb_outboxevent,Outbox Event,ccsb_idempotencykey,Idempotency Key,Text,No,Max 200.,Duplicate delivery prevention key.,Standard
ccsb_outboxevent,Outbox Event,ccsb_destinationtype,Destination Type,Choice,Yes,"Disabled, Power Automate, Webhook, Service Bus, Event Grid, Dataverse, File Export, Other.",Delivery channel type.,Standard
ccsb_outboxevent,Outbox Event,ccsb_destinationkey,Destination Key,Text,No,Max 200.,Configured destination identifier; no secrets.,Standard
ccsb_outboxevent,Outbox Event,ccsb_topic,Topic,Text,No,Max 200.,Routing topic or event subject.,Standard
ccsb_outboxevent,Outbox Event,ccsb_payloadcontenttype,Payload Content Type,Text,Yes,Max 100; default application/json.,Payload media type.,Standard
ccsb_outboxevent,Outbox Event,ccsb_payloadjson,Payload JSON,Multiline Text,No,Max 100000; field security recommended.,Minimized event payload; no secrets.,Field Security
ccsb_outboxevent,Outbox Event,ccsb_payloadhash,Payload Hash,Text,No,Max 128.,Hash of normalized payload.,Standard
ccsb_outboxevent,Outbox Event,ccsb_payloadsizebytes,Payload Size Bytes,Whole Number,No,Non-negative.,Payload size for limits and diagnostics.,Standard
ccsb_outboxevent,Outbox Event,ccsb_occurredon,Occurred On,Date and Time,Yes,User local; stored UTC.,Business event timestamp.,Standard
ccsb_outboxevent,Outbox Event,ccsb_availableon,Available On,Date and Time,No,User local; stored UTC.,Earliest dispatch timestamp.,Standard
ccsb_outboxevent,Outbox Event,ccsb_lockeduntil,Locked Until,Date and Time,No,User local; stored UTC.,Worker lease expiry.,Standard
ccsb_outboxevent,Outbox Event,ccsb_locktoken,Lock Token,Text,No,Max 100.,Worker lease token.,Standard
ccsb_outboxevent,Outbox Event,ccsb_attemptcount,Attempt Count,Whole Number,Yes,Default 0.,Delivery attempt count.,Standard
ccsb_outboxevent,Outbox Event,ccsb_maxattempts,Max Attempts,Whole Number,Yes,Default 5.,Delivery retry limit.,Standard
ccsb_outboxevent,Outbox Event,ccsb_retryafter,Retry After,Date and Time,No,User local; stored UTC.,Next retry time.,Standard
ccsb_outboxevent,Outbox Event,ccsb_lastattempton,Last Attempt On,Date and Time,No,User local; stored UTC.,Last dispatch attempt timestamp.,Standard
ccsb_outboxevent,Outbox Event,ccsb_deliveredon,Delivered On,Date and Time,No,User local; stored UTC.,Delivery completion timestamp.,Standard
ccsb_outboxevent,Outbox Event,ccsb_errorcode,Error Code,Text,No,Max 100.,Last delivery error code.,Standard
ccsb_outboxevent,Outbox Event,ccsb_errordetail,Error Detail,Multiline Text,No,Max 100000; field security recommended.,Last delivery error details.,Field Security
ccsb_outboxevent,Outbox Event,ccsb_deadletterreason,Dead Letter Reason,Multiline Text,No,Max 4000.,Reason event was dead-lettered.,Standard
ccsb_outboxevent,Outbox Event,ccsb_retentionuntil,Retention Until,Date and Time,No,User local; stored UTC.,Earliest archive/purge eligibility.,Standard
ccsb_outboxevent,Outbox Event,ccsb_isreplayable,Replayable,Boolean,Yes,Default No.,Whether support can safely replay event.,Standard
