TaskID,ParentStoryID,EpicID,Priority,Phase,TaskCategory,Title,CurrentStatus,RecommendedStatus,EvidenceLevel,Evidence,RemainingCondition
US-033-T05,US-033,E04,P1,Phase 2 — Read workspace,Testing,"Test timezone, DST and overlap cases",Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-033-T06,US-033,E04,P1,Phase 2 — Read workspace,Deployment,Register solution component and release evidence,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-040-T01,US-040,E05,P0,Phase 3 — Core command runtime,Functional,Define create/edit operation semantics,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-040-T02,US-040,E05,P0,Phase 3 — Core command runtime,UX,Build accessible booking/activity forms,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-040-T03,US-040,E05,P0,Phase 3 — Core command runtime,Technical,Implement validate/execute handling,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-040-T04,US-040,E05,P0,Phase 3 — Core command runtime,Data,Map defaults and managed fields,Not Started,In Progress,Partial dbmodel schema evidence,Field mappings and schedule item defaults/managed fields provide data inputs for create/edit.,Still needs command service mapping and policy enforcement.
US-040-T05,US-040,E05,P0,Phase 3 — Core command runtime,Validation,Enforce interval and parent rules,Not Started,In Progress,Partial dbmodel schema evidence,"Schedule item contains requested/scheduled start/end, parent item, item type and scheduling status.",Still needs interval and parent-rule validation.
US-040-T06,US-040,E05,P0,Phase 3 — Core command runtime,Testing,Test create/edit paths,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-040-T07,US-040,E05,P0,Phase 3 — Core command runtime,Deployment,Register solution component and release evidence,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-041-T01,US-041,E05,P0,Phase 3 — Core command runtime,Functional,Define assign/unassign/reassign semantics,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-041-T02,US-041,E05,P0,Phase 3 — Core command runtime,UX,Build assignment controls,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-041-T03,US-041,E05,P0,Phase 3 — Core command runtime,Technical,Implement assignment command handlers,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-041-T04,US-041,E05,P0,Phase 3 — Core command runtime,Data,"Resolve resource, role and activity mapping",Not Started,In Progress,Partial dbmodel schema evidence,"Schedule assignment links resource, role, schedule item, requirement and schedule version.",Still needs resolver implementation against active mappings.
US-041-T05,US-041,E05,P0,Phase 3 — Core command runtime,Validation,Validate eligibility and capacity,Not Started,In Progress,Partial dbmodel schema evidence,"Resource role, requirement and assignment fields provide eligibility/capacity inputs.",Still needs calculation and validation logic.
US-041-T06,US-041,E05,P0,Phase 3 — Core command runtime,Testing,Test group-work cases,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-041-T07,US-041,E05,P0,Phase 3 — Core command runtime,Deployment,Register solution component and release evidence,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-042-T01,US-042,E05,P0,Phase 3 — Core command runtime,Functional,Define move/resize/reassign delta rules,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-042-T02,US-042,E05,P0,Phase 3 — Core command runtime,UX,"Implement drag, resize and form alternatives",Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-042-T03,US-042,E05,P0,Phase 3 — Core command runtime,Technical,Implement validate-confirm-execute orchestration,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-042-T04,US-042,E05,P0,Phase 3 — Core command runtime,Validation,Evaluate affected graph and locks,Not Started,In Progress,Partial dbmodel schema evidence,Schedule graph and conflict tables can represent affected schedule items/assignments/resources.,Still blocked by missing publish lock/change-ledger model for lock-aware mutation.
US-042-T05,US-042,E05,P0,Phase 3 — Core command runtime,Testing,"Test mutation, warning and stale paths",Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-042-T06,US-042,E05,P0,Phase 3 — Core command runtime,Observability,Record operation evidence,Not Started,In Progress,Partial dbmodel schema evidence,Operation and operation item tables provide operation evidence fields.,Still needs writes from the command runtime.
US-042-T07,US-042,E05,P0,Phase 3 — Core command runtime,Deployment,Register solution component and release evidence,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-043-T01,US-043,E05,P1,Phase 3 — Core command runtime,Data,Add override mapping/policy,Not Started,In Progress,Partial dbmodel schema evidence,Schedule assignment includes start and end override fields plus role/resource requirement links.,Still needs board-level policy semantics for when overrides are permitted.
US-043-T02,US-043,E05,P1,Phase 3 — Core command runtime,Functional,Define override lifecycle,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-043-T03,US-043,E05,P1,Phase 3 — Core command runtime,UX,Provide override form and visual marker,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-043-T04,US-043,E05,P1,Phase 3 — Core command runtime,Validation,Validate override boundaries,Not Started,In Progress,Partial dbmodel schema evidence,Assignment override fields exist for boundary validation.,Still needs validation logic and policy flags.
US-043-T05,US-043,E05,P1,Phase 3 — Core command runtime,Testing,Test override permutations,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-043-T06,US-043,E05,P1,Phase 3 — Core command runtime,Deployment,Register solution component and release evidence,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-044-T01,US-044,E05,P1,Phase 3 — Core command runtime,Data,Implement status models and transitions,Not Started,Completed,Direct dbmodel schema evidence,"Status lifecycle schema is present: ccsb_statusmodel, ccsb_statusdefinition and ccsb_statustransition include status keys, labels, categories, permissions/reasons and validation rule links.",Database model evidence satisfies the data-model task. Command-service enforcement remains open.
US-044-T02,US-044,E05,P1,Phase 3 — Core command runtime,Functional,Define transition policy,Not Started,In Progress,Partial dbmodel schema evidence,"Status model and transition records support transition policy, reason and permission requirements.",Still needs functional policy definition and approval.
US-044-T03,US-044,E05,P1,Phase 3 — Core command runtime,UX,Build status action experience,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-044-T04,US-044,E05,P1,Phase 3 — Core command runtime,Technical,Enforce transitions in command service,Not Started,In Progress,Partial dbmodel schema evidence,Status transition records link validation rules and required access/reason fields.,Still needs command-service enforcement.
US-044-T05,US-044,E05,P1,Phase 3 — Core command runtime,Testing,Test independent status state machines,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-044-T06,US-044,E05,P1,Phase 3 — Core command runtime,Deployment,Register solution component and release evidence,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-050-T01,US-050,E06,P0,Phase 3 — Core command runtime,Data,Define completion and allocation measures,Not Started,Completed,Direct dbmodel schema evidence,"Completion/allocation measures are present across ccsb_schedulerequirement and ccsb_scheduleassignment: required/min/max units, assigned units, role keys, priority and requirement status.",Database model evidence satisfies the data-shape task. Runtime calculation and tests remain open.
US-050-T02,US-050,E06,P0,Phase 3 — Core command runtime,Technical,Implement shared requirement calculator,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-050-T03,US-050,E06,P0,Phase 3 — Core command runtime,UX,Render accessible allocation indicators,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-050-T04,US-050,E06,P0,Phase 3 — Core command runtime,Validation,Apply coverage rules,Not Started,In Progress,Partial dbmodel schema evidence,Requirement and assignment measures provide inputs for coverage rules.,Still needs rule execution.
US-050-T05,US-050,E06,P0,Phase 3 — Core command runtime,Testing,Test calculation matrix,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-050-T06,US-050,E06,P0,Phase 3 — Core command runtime,Deployment,Register solution component and release evidence,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-051-T01,US-051,E06,P0,Phase 3 — Core command runtime,Data,Define rule outcome contract,Not Started,In Progress,Partial dbmodel schema evidence,"Rule definition and conflict tables model rule metadata, severity/blocking, conflict type/severity and detail JSON.",Still lacks a complete confirmation-token/rule-outcome contract.
US-051-T02,US-051,E06,P0,Phase 3 — Core command runtime,Technical,Implement rule pipeline,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-051-T03,US-051,E06,P0,Phase 3 — Core command runtime,UX,Build conflict and confirmation dialog,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-051-T04,US-051,E06,P0,Phase 3 — Core command runtime,Validation,Secure confirmation tokens,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-051-T05,US-051,E06,P0,Phase 3 — Core command runtime,Testing,Test pass/warn/block behavior,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-051-T06,US-051,E06,P0,Phase 3 — Core command runtime,Observability,Capture rule diagnostics,Not Started,In Progress,Partial dbmodel schema evidence,Conflict detail JSON and operation item error/result fields can store rule diagnostics.,Still needs runtime diagnostics writes and minimization rules.
US-051-T07,US-051,E06,P0,Phase 3 — Core command runtime,Deployment,Register solution component and release evidence,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-052-T01,US-052,E06,P1,Phase 4 — Operational workbenches,Data,Model persistent conflict cases,Not Started,In Progress,Partial dbmodel schema evidence,"Persistent ccsb_conflict table exists with conflict key/type, severity, publish blocking, resource/item/assignment links and resolution fields.",Still missing direct operation/correlation linkage required by supportability.
US-052-T02,US-052,E06,P1,Phase 4 — Operational workbenches,Technical,Create conflict read/query service,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-052-T03,US-052,E06,P1,Phase 4 — Operational workbenches,UX,Build conflict workbench,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-052-T04,US-052,E06,P1,Phase 4 — Operational workbenches,Functional,Implement resolution action policy,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-052-T05,US-052,E06,P1,Phase 4 — Operational workbenches,Testing,Test conflict lifecycle and access,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-052-T06,US-052,E06,P1,Phase 4 — Operational workbenches,Deployment,Register solution component and release evidence,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-053-T01,US-053,E06,P1,Phase 4 — Operational workbenches,Data,Define unscheduled/partial query criteria,Not Started,In Progress,Partial dbmodel schema evidence,"Schedule item/assignment statuses, publish state and requirement links provide data for unscheduled/partial criteria.",Still needs query criteria and workbench semantics.
US-053-T02,US-053,E06,P1,Phase 4 — Operational workbenches,Technical,Build workbench read model,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-053-T03,US-053,E06,P1,Phase 4 — Operational workbenches,UX,Build unscheduled/partial workbench,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-053-T04,US-053,E06,P1,Phase 4 — Operational workbenches,Functional,Connect workbench to assignment flow,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-053-T05,US-053,E06,P1,Phase 4 — Operational workbenches,Testing,Test state changes and security,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-053-T06,US-053,E06,P1,Phase 4 — Operational workbenches,Deployment,Register solution component and release evidence,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-060-T01,US-060,E07,P0,Phase 4 — Publish governance,Functional,Define publish-scope resolution policy,Not Started,In Progress,Partial dbmodel schema evidence,"Publish snapshot has scope type/from/to, board/version, schedule version and manifest/state hash fields.",Still needs publish-scope resolution policy and preview logic.
US-060-T02,US-060,E07,P0,Phase 4 — Publish governance,Technical,Implement publish preview command,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-060-T03,US-060,E07,P0,Phase 4 — Publish governance,UX,Build publish-preview workflow,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-060-T04,US-060,E07,P0,Phase 4 — Publish governance,Validation,Revalidate immediately before commit,Not Started,In Progress,Partial dbmodel schema evidence,Operation and validation result tables support revalidation evidence.,Still needs immediate pre-commit validation implementation.
US-060-T05,US-060,E07,P0,Phase 4 — Publish governance,Testing,Test preview and scope edge cases,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-060-T06,US-060,E07,P0,Phase 4 — Publish governance,Deployment,Register solution component and release evidence,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-061-T01,US-061,E07,P0,Phase 4 — Publish governance,Data,Implement immutable snapshot structure,Not Started,In Progress,Partial dbmodel schema evidence,"Publish snapshot header exists with publish sequence, predecessor, manifest, scope, actor, operation and retention fields.",Not complete: snapshot item data and managed before/after field images are missing.
US-061-T02,US-061,E07,P0,Phase 4 — Publish governance,Technical,Implement transactional publish service,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-061-T03,US-061,E07,P0,Phase 4 — Publish governance,Security,Enforce publish and lock permissions,Not Started,In Progress,Partial dbmodel schema evidence,Permission profile includes canpublish/canrollback/canoverrideconflicts and canviewaudit flags.,Still needs publish-lock permission enforcement and negative tests.
US-061-T04,US-061,E07,P0,Phase 4 — Publish governance,UX,Show publish result and official state,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-061-T05,US-061,E07,P0,Phase 4 — Publish governance,Testing,Test snapshot/lock atomicity,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-061-T06,US-061,E07,P0,Phase 4 — Publish governance,Deployment,Define snapshot retention and operational runbook,Not Started,In Progress,Partial dbmodel schema evidence,Publish snapshot includes retention date and operation linkage.,Still needs retention/access policy and operational runbook.
US-062-T01,US-062,E07,P0,Phase 4 — Publish governance,Functional,Define compatible rollback policy,Not Started,In Progress,Partial dbmodel schema evidence,Rollback appears in operation types and publish snapshot predecessor/scope fields.,Still needs compatible rollback policy and snapshot item/rollback-managed field model.
US-062-T02,US-062,E07,P0,Phase 4 — Publish governance,Technical,Implement field-scoped rollback transaction,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-062-T03,US-062,E07,P0,Phase 4 — Publish governance,UX,Build rollback preview and confirmation,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-062-T04,US-062,E07,P0,Phase 4 — Publish governance,Validation,Protect against unsafe restoration,Not Started,In Progress,Partial dbmodel schema evidence,Operation/conflict/publish structures provide inputs for unsafe-restoration checks.,"Still needs lock policy, compatibility and privilege validation."
US-062-T05,US-062,E07,P0,Phase 4 — Publish governance,Testing,Test restoration boundaries,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-062-T06,US-062,E07,P0,Phase 4 — Publish governance,Documentation,Publish rollback runbook,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-063-T01,US-063,E07,P1,Phase 4 — Publish governance,Technical,Expose lock and pending-change read model,Not Started,In Progress,Partial dbmodel schema evidence,Schedule item/assignment publish state and publish snapshot links provide some official-state inputs.,Not complete: publish lock and schedule change/pending-change model are missing.
US-063-T02,US-063,E07,P1,Phase 4 — Publish governance,UX,Design status badges and explanatory details,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-063-T03,US-063,E07,P1,Phase 4 — Publish governance,Functional,Integrate state into action affordances,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-063-T04,US-063,E07,P1,Phase 4 — Publish governance,Testing,Test state visibility and refresh,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-063-T05,US-063,E07,P1,Phase 4 — Publish governance,Deployment,Register solution component and release evidence,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-070-T01,US-070,E08,P0,Phase 0 — Security foundation,Security,Define permission model and matrix,Not Started,In Progress,Partial dbmodel schema evidence,Permission profiles model CCSB actions and scopes.,"Still needs approved role/security matrix, Dataverse role mapping and negative cases."
US-070-T02,US-070,E08,P0,Phase 0 — Security foundation,Data,Implement permission profiles and assignments,Not Started,Completed,Direct dbmodel schema evidence,"Permission schema is present: ccsb_permissionprofile and ccsb_permissionassignment include profiles, action flags, principal type/id, board/location/group scopes and access effect.",Database model evidence satisfies the profile/assignment schema task. Role packaging and negative authorization tests remain open.
US-070-T03,US-070,E08,P0,Phase 0 — Security foundation,Technical,Build server-side authorisation service,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-070-T04,US-070,E08,P0,Phase 0 — Security foundation,UX,Design permission-aware actions,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-070-T05,US-070,E08,P0,Phase 0 — Security foundation,Testing,Run positive/negative role matrix tests,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-070-T06,US-070,E08,P0,Phase 0 — Security foundation,Deployment,Package roles and access guidance,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-071-T01,US-071,E08,P0,Phase 0 — Command/API contract,Technical,Define versioned API envelopes,Not Started,In Progress,Partial dbmodel schema evidence,"Operation/operation item tables model operation types, status, correlation, idempotency key, payloads, result/errors, counts and retry metadata.",Still needs API envelope documentation and generated typed DTOs.
US-071-T02,US-071,E08,P0,Phase 0 — Command/API contract,Technical,Implement Custom API endpoints,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-071-T03,US-071,E08,P0,Phase 0 — Command/API contract,Validation,Implement idempotency and concurrency controls,Not Started,In Progress,Partial dbmodel schema evidence,"Operation includes idempotency key, attempt counts and retry metadata; Dataverse row versions are present as standard versionnumber fields.",Still needs deterministic duplicate/stale-response implementation.
US-071-T04,US-071,E08,P0,Phase 0 — Command/API contract,Security,Harden API boundary,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-071-T05,US-071,E08,P0,Phase 0 — Command/API contract,Testing,Create API contract and fault tests,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-071-T06,US-071,E08,P0,Phase 0 — Command/API contract,Documentation,Publish API and extension guidance,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-072-T01,US-072,E08,P1,Phase 4 — Audit/supportability,Data,Define correlation and audit model,Not Started,In Progress,Partial dbmodel schema evidence,Operation and operation item tables carry correlation IDs and link to board/version/validation/publish snapshot evidence.,"Not complete: conflict, snapshot/change/lock/audit/outbox correlation coverage is incomplete."
US-072-T02,US-072,E08,P1,Phase 4 — Audit/supportability,Technical,Implement structured operation/audit writes,Not Started,In Progress,Partial dbmodel schema evidence,Operation and operation item tables can persist structured operation outcome and item-level errors/results.,Still needs command-transaction writes and links to audit/conflict/snapshot evidence.
US-072-T03,US-072,E08,P1,Phase 4 — Audit/supportability,UX,Provide support diagnostics view,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-072-T04,US-072,E08,P1,Phase 4 — Audit/supportability,Observability,Define privacy-safe telemetry schema,Not Started,In Progress,Partial dbmodel schema evidence,"Operation duration, result/error, item counts and scope fields provide telemetry inputs.",Still needs privacy-safe telemetry schema and log review.
US-072-T05,US-072,E08,P1,Phase 4 — Audit/supportability,Testing,Run traceability exercises,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-072-T06,US-072,E08,P1,Phase 4 — Audit/supportability,Deployment,Register solution component and release evidence,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-080-T01,US-080,E09,P0,Phase 5 — Release evidence,Performance,Establish reference performance dataset,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
